eg_property_id,acquisition_date,pet,check_in,check_out,amenities_pool,amenities_wifi,amenities_breakfast,amenities_parking,amenities_gym,children_extra_bed,know_before_you_go
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-02-28,0.15377729,0.167011,0.14561397,0.19844612,0.15555227,0.16881646,0.23209009,0.18053156,0.14625084,0.20616706
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.3103284,0.35424718,0.3135936,0.34562707,0.3236904,0.46563578,0.338553,0.34318027,0.3684367,0.3068252
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-02-28,0.24733284,0.30369812,0.21675593,0.26431918,0.20976803,0.23304626,0.2830186,0.27206647,0.29026622,0.23012626
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-02-28,0.29628378,0.39925206,0.3334465,0.26019278,0.21156675,0.25279245,0.2694387,0.2534119,0.3371864,0.32984772
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.27407682,0.3336921,0.259188,0.30605063,0.20537102,0.20579848,0.4939436,0.39144093,0.2683488,0.35788274
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.24054894,0.38696182,0.26615542,0.3050871,0.29351315,0.44929358,0.4336982,0.25593647,0.32834056,0.24106717
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-21,0.36066347,0.35686868,0.34399143,0.27749577,0.26807076,0.3881201,0.3399796,0.25034606,0.37699905,0.3524371
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.2924857,0.3049731,0.27907375,0.42291638,0.2583663,0.3180799,0.3472829,0.34375942,0.3123945,0.333642
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.32972485,0.58002687,0.46599305,0.34691054,0.308051,0.3882085,0.4418975,0.32689855,0.39582297,0.4199081
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-02-28,0.275102,0.3395115,0.29254204,0.28140366,0.23641744,0.29342186,0.2723037,0.22533917,0.335781,0.25191075
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.37298808,0.42539102,0.30094677,0.34116644,0.2582609,0.3197245,0.32667127,0.25167084,0.38055426,0.30813727
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.22711901,0.2980792,0.24960345,0.20152026,0.18709183,0.21731825,0.33141097,0.24411705,0.24046354,0.31680968
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.24756634,0.30973086,0.24135333,0.24384628,0.23821369,0.28963324,0.30563423,0.19811292,0.36742723,0.29427013
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,0.2806554,0.22772434,0.29385266,0.22174685,0.15464516,0.27683976,0.3428683,0.17788334,0.2583308,0.1513805
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-02-28,0.3417766,0.29191875,0.23557302,0.25722823,0.20023479,0.2863412,0.30834353,0.18795326,0.32828572,0.2305496
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,0.33869907,0.2096971,0.168454,0.30425787,0.14760669,0.2378777,0.28080407,0.2612438,0.3906957,0.24886978
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.25603604,0.38639295,0.30329192,0.30608973,0.25465375,0.3861487,0.34405693,0.23549978,0.3455669,0.26937997
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.31086403,0.4597335,0.31488946,0.4317732,0.302456,0.34523445,0.4138169,0.29550532,0.37120563,0.2661288
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.36640167,0.46578804,0.30680525,0.3963381,0.3206859,0.4111023,0.3914285,0.2859434,0.47006416,0.2796373
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.29139107,0.4282209,0.3156479,0.46531928,0.26081708,0.3910984,0.3976891,0.38118654,0.41091532,0.3904467
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.16725864,0.3660319,0.38249645,0.2985497,0.24828276,0.4692928,0.27209276,0.2768452,0.31017882,0.2036069
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.26107544,0.48068005,0.29311588,0.27224305,0.20219429,0.22472537,0.30767366,0.26706335,0.30834797,0.33468524
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,0.2904083,0.3638447,0.31648102,0.32968944,0.24521819,0.33724958,0.3230755,0.24179049,0.3164037,0.29701707
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-02-28,0.22318621,0.28558418,0.22923091,0.21821527,0.15918638,0.27044085,0.27065063,0.20276834,0.3329382,0.23846531
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,0.26358637,0.2954581,0.24139504,0.29039076,0.24576049,0.32086948,0.3895439,0.24120054,0.35086298,0.21177611
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.2893154,0.33894727,0.21903706,0.28924212,0.17633975,0.39795932,0.27677977,0.23377031,0.32927006,0.27380243
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.34980893,0.3606804,0.3145719,0.3217352,0.2329301,0.31533343,0.28653166,0.28781796,0.40828902,0.30138898
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.298777,0.26634264,0.20268008,0.24668893,0.15584461,0.17991522,0.44306108,0.24393412,0.3569844,0.23577632
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.2994703,0.380579,0.31499732,0.43387294,0.2923759,0.53495145,0.3379283,0.39074227,0.474078,0.27899003
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,0.22429825,0.41450742,0.2987456,0.37591624,0.39378944,0.43603873,0.5657441,0.27635834,0.34559923,0.25843686
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.31593603,0.38911927,0.27481923,0.29164395,0.22772968,0.26623353,0.3315791,0.21853234,0.39384568,0.24037914
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.28948382,0.36171943,0.30184543,0.28038606,0.16100226,0.31692073,0.36482042,0.26073277,0.32620794,0.275714
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-02-28,0.27272946,0.36923426,0.33439106,0.3529599,0.27113917,0.520346,0.3669479,0.34118834,0.36500105,0.26631373
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.33604288,0.41747022,0.31514013,0.4229625,0.25115544,0.3747438,0.3706184,0.3153614,0.39087796,0.29229242
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.2567167,0.32633024,0.2996185,0.31348687,0.2493848,0.3889977,0.26432505,0.26286924,0.36331052,0.26284733
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-02-28,0.18930197,0.28436846,0.23794812,0.1963377,0.19316794,0.17932321,0.2843934,0.19385272,0.21791926,0.23442951
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-02-28,0.27695143,0.5394098,0.44112885,0.33448905,0.30723074,0.2784145,0.34682935,0.31647578,0.3719169,0.37572807
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-02-28,0.37656787,0.3521481,0.21871808,0.305105,0.26345995,0.29888803,0.2961924,0.29127526,0.40204418,0.2437413
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-02-28,0.18592386,0.27034968,0.2500445,0.31145284,0.13628605,0.2238735,0.23545218,0.2699013,0.21581288,0.24874263
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.25128776,0.29241166,0.1753143,0.20325173,0.16929078,0.19219,0.3029953,0.25393686,0.25727904,0.17694187
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.24061613,0.33774132,0.3037273,0.25155333,0.25414947,0.29099068,0.3600754,0.2956051,0.31727928,0.2563209
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.27357787,0.37514856,0.25052541,0.2481388,0.18696941,0.27725604,0.31547916,0.19822836,0.29164436,0.25160262
3b984f3ba8df55b2609a1e33fd694cf8407842e1d833c9b4d993b07fc83a2820,2023-03-02,0.32301208,0.4819561,0.3281535,0.35178858,0.3028838,0.4580102,0.41766614,0.33204275,0.40679985,0.3207991
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.296822,0.2807282,0.26416588,0.33497593,0.13831735,0.35006073,0.318426,0.2016023,0.29265743,0.28616673
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.31130266,0.44175357,0.2954321,0.39266875,0.291128,0.31845295,0.41779354,0.29894954,0.37917918,0.32739502
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,0.3078268,0.47350046,0.35805383,0.2960689,0.30548072,0.27231196,0.3187285,0.33154324,0.33408192,0.37025887
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,0.30557176,0.36296132,0.24770412,0.34055188,0.22922258,0.32860512,0.31085217,0.24689922,0.39669657,0.32255042
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.2918142,0.30853146,0.18885493,0.31509385,0.19394569,0.18750335,0.2590295,0.2515414,0.3196318,0.17095818
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-07-17,0.2802051,0.30779114,0.24124083,0.32251763,0.22986883,0.29544276,0.22591911,0.1491424,0.3450265,0.21203235
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-07-17,0.32664886,0.37019584,0.26964116,0.27905485,0.2205692,0.32935894,0.3016868,0.2559894,0.3804871,0.29988918
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-07-17,0.3086029,0.37932843,0.28510872,0.37088275,0.26051039,0.32951233,0.32645878,0.23806939,0.3940008,0.25992092
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-07-17,0.19839007,0.30425602,0.25077838,0.25197098,0.15917572,0.21899618,0.16776061,0.14789534,0.2859756,0.24875972
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-07-17,0.27845615,0.4730261,0.36738884,0.37954673,0.28938523,0.29622695,0.40638143,0.35192603,0.35677552,0.27299643
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-07-19,0.32796863,0.4435484,0.2874046,0.38900164,0.2920223,0.35628134,0.38013837,0.27144307,0.3976155,0.32433236
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-21,0.17011508,0.27320158,0.25908872,0.18734758,0.19846523,0.18528144,0.2886772,0.20084,0.20138514,0.13660318
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-07-21,0.26324165,0.3876978,0.27192387,0.37383652,0.25002754,0.33958864,0.30707443,0.31687158,0.35241643,0.24505888
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-07-21,0.24140798,0.3469899,0.26057112,0.26270208,0.25196946,0.22364086,0.5469163,0.29092544,0.23970556,0.20882294
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-21,0.22543922,0.3874971,0.26512456,0.2746224,0.2651477,0.30269474,0.36757192,0.30738366,0.36537978,0.23142888
3b984f3ba8df55b2609a1e33fd694cf8407842e1d833c9b4d993b07fc83a2820,2023-03-02,0.18090174,0.34455043,0.20760936,0.25955194,0.2887632,0.28473607,0.46913275,0.20510101,0.22676831,0.17212193
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.21022314,0.3206656,0.23107344,0.15175143,0.1671977,0.2718452,0.22225766,0.22197953,0.343392,0.25264683
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-07-18,0.26217878,0.3805835,0.29833806,0.23873477,0.18795507,0.20359033,0.23188771,0.23522398,0.32582504,0.3399175
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-18,0.3558586,0.35476783,0.26606578,0.54155564,0.21009794,0.28241962,0.30972028,0.2790889,0.36746287,0.28535774
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.40385243,0.49005172,0.3654547,0.32713956,0.33539224,0.34015742,0.42386895,0.28381634,0.38189098,0.282243
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.2993216,0.39673358,0.31243572,0.41342157,0.21450055,0.39414126,0.33482528,0.32698357,0.36471102,0.3187086
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.29194883,0.38889137,0.27835155,0.30448455,0.24610789,0.35561794,0.2972997,0.27239355,0.34336373,0.2509238
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-07-18,0.26763597,0.3465408,0.26724824,0.33703423,0.20760146,0.23835933,0.25232047,0.3098882,0.2904136,0.34176362
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.31988826,0.4746544,0.34061572,0.41854468,0.24708807,0.3012498,0.35153174,0.32375976,0.38343933,0.31720528
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.19179311,0.3351231,0.24931186,0.24163088,0.2119575,0.2639113,0.3070267,0.18686213,0.2618379,0.16141656
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.23234485,0.33543718,0.26073402,0.27663982,0.21384783,0.24798402,0.1649524,0.17588358,0.34980705,0.26378343
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-18,0.23506609,0.24813765,0.19702537,0.6026037,0.25706732,0.3282815,0.33419025,0.32038876,0.410893,0.25871006
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-07-18,0.31360257,0.37797785,0.36230943,0.31754822,0.30772987,0.34291562,0.35706562,0.38127786,0.3747439,0.37288022
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,2023-03-02,0.36597738,0.3138989,0.29386446,0.36393017,0.17656212,0.26767248,0.45671692,0.26537153,0.36162385,0.29793268
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,0.2970873,0.52047586,0.35940745,0.4858878,0.34338298,0.42673996,0.47756022,0.31231943,0.4234181,0.28008425
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,2023-03-02,0.25967124,0.343937,0.31493902,0.3759495,0.20287484,0.25156245,0.31982756,0.2953725,0.30196962,0.35780588
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,0.2662442,0.42270705,0.2491821,0.27274352,0.23826987,0.29432866,0.33850226,0.23137641,0.32544246,0.25684237
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,0.3216604,0.5244311,0.44471118,0.30043638,0.27258912,0.46179593,0.37085205,0.32356015,0.38835025,0.39168277
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,2023-03-02,0.25525114,0.31108305,0.27625448,0.33009645,0.16462585,0.24942894,0.2752295,0.24513675,0.3109867,0.32254273
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,0.27096206,0.40215102,0.28701672,0.36347777,0.3470291,0.4367525,0.3480439,0.32433668,0.40435418,0.37521306
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-18,0.23431045,0.3332692,0.25451326,0.5577162,0.26195097,0.37024724,0.3914332,0.37603298,0.46842572,0.23951696
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-06,0.23920786,0.30139795,0.27673087,0.28123185,0.19554207,0.258359,0.30753988,0.21519466,0.29327264,0.46402404
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-06,0.30412596,0.4673242,0.33142325,0.38702065,0.25723955,0.40943858,0.3677907,0.2671357,0.3665788,0.3095665
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.2882474,0.3224718,0.26996967,0.26276883,0.20841393,0.32501718,0.2518995,0.30733305,0.36254728,0.2694528
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-07-22,0.1455098,0.218464,0.18111832,0.2511625,0.15551725,0.1484457,0.16892813,0.2064666,0.2306874,0.15834564
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-09-29,0.35675237,0.4143396,0.24525367,0.2794041,0.26084912,0.31512994,0.32258794,0.30242318,0.3491441,0.285515
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,0.32211515,0.37549806,0.27358282,0.2482565,0.30250192,0.35619602,0.2978134,0.31272584,0.37856555,0.28077146
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.34211913,0.42864153,0.3578337,0.51613784,0.19564357,0.33721223,0.33939546,0.3180184,0.44794327,0.36528453
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,0.325737,0.43827152,0.31681466,0.32293344,0.2418569,0.40677747,0.2845474,0.27920195,0.4249554,0.27414083
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.33967993,0.43703616,0.36825353,0.26325965,0.19028027,0.29263252,0.25921524,0.21304528,0.42379758,0.3667515
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-10-08,0.31701154,0.3823144,0.30883148,0.3476625,0.22601204,0.45570245,0.33272552,0.25598603,0.43646792,0.32295626
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-10-08,0.24352062,0.22591235,0.1834991,0.14500201,0.21836708,0.16325352,0.29714593,0.28482932,0.1296679,0.43841803
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-10-08,0.48681283,0.34044912,0.23197041,0.41626075,0.26653817,0.28233588,0.35008925,0.28126514,0.3370248,0.24603112
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-10-06,0.20867938,0.27998257,0.24260008,0.31126365,0.21841195,0.23030831,0.22097652,0.28337306,0.27522585,0.26326546
110f01b8ae518a0ee41047bce5c22572988a435e10ead72dc1af793bba8ce0b0,2023-09-29,0.24837619,0.34898463,0.28751227,0.2638439,0.23427276,0.38348567,0.318831,0.24764551,0.29139695,0.22614792
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-09-30,0.18006635,0.30890706,0.20591171,0.25071368,0.25066388,0.2562669,0.36813092,0.18742543,0.23924692,0.14464778
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.3094776,0.3879353,0.3062966,0.6225385,0.2575712,0.55291224,0.39457187,0.37913585,0.4252867,0.279544
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.25244927,0.33751503,0.22277403,0.5443291,0.23378773,0.37440377,0.32039824,0.3460692,0.38161865,0.21915112
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.30965975,0.5503805,0.4236589,0.33471692,0.24044369,0.28301656,0.36924037,0.28637135,0.3360163,0.3603486
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,0.37327433,0.45222482,0.32507077,0.33824217,0.29505226,0.3539528,0.40446332,0.3358903,0.37258318,0.2797406
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.28673023,0.35841393,0.3124805,0.24187228,0.21859807,0.26481232,0.2691571,0.22360305,0.37429655,0.2731665
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,0.26460108,0.32384336,0.29374436,0.26403162,0.14448266,0.27658224,0.22774117,0.22622512,0.32053095,0.3314012
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-10-01,0.2777084,0.2950158,0.2938448,0.313062,0.14167716,0.30197483,0.2560985,0.17505094,0.5271308,0.29173493
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,0.30060422,0.39950287,0.40525436,0.32568148,0.334044,0.5445669,0.3546872,0.3492258,0.37121287,0.35341865
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,0.2599356,0.3028903,0.27980137,0.30929822,0.148425,0.3104549,0.27584735,0.26556596,0.30617526,0.3389778
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.23781681,0.23793583,0.22507402,0.19572192,0.19713986,0.19824505,0.2999886,0.24526659,0.27807808,0.2254391
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-02,0.20687428,0.2932142,0.2652703,0.28449547,0.18098512,0.24719775,0.22705851,0.2652908,0.36333227,0.24993104
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.21397944,0.22862568,0.2022983,0.2416917,0.15293002,0.22111778,0.28122586,0.21122764,0.2270766,0.20627877
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,0.27613288,0.2736075,0.2019061,0.29041597,0.14744073,0.19269642,0.26852673,0.2035846,0.40835452,0.23529425
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-10-04,0.18705511,0.1553228,0.1906831,0.2269036,0.19722505,0.07963845,0.13540003,0.19523665,0.114877336,0.2245217
